word, root, skeleton, wiki_link, meanings
وَرِيد, ورد, وريد, https://en.wiktionary.org/wiki/%D9%88%D8%B1%D9%8A%D8%AF, vein; jugular vein
الْأُرْدُن, ورد, الأردن, https://en.wiktionary.org/wiki/%D8%A7%D9%84%D8%A3%D8%B1%D8%AF%D9%86, Jordan (a country in Western Asia; in the Middle East)
وُرُود, ورد, ورود, https://en.wiktionary.org/wiki/%D9%88%D8%B1%D9%88%D8%AF, verbal noun of وَرَدَ (warada) (form I); coming; arrival; advent; receipt; appearance
وُرُود, ورد, ورود, https://en.wiktionary.org/wiki/%D9%88%D8%B1%D9%88%D8%AF, plural of وَرِيد (warīd; “vein”); plural of وَرْد (ward; “rose; blossom”)
اِسْتَوْرَدَ, ورد, استورد, https://en.wiktionary.org/wiki/%D8%A7%D8%B3%D8%AA%D9%88%D8%B1%D8%AF, to import
وَارِد, ورد, وارد, https://en.wiktionary.org/wiki/%D9%88%D8%A7%D8%B1%D8%AF, one who descends; especially to a watering place; one who arrives in a place; one who leads his cattle to water; one who enters somewhere; present (as opposed to absent); sudden inspiration; idea that arises spontaneously in the mind; one who marches at the head; who is the first to attack; a brave; bold man; path; road
وَرَدَ, ورد, ورد, https://en.wiktionary.org/wiki/%D9%88%D8%B1%D8%AF, to come; to arrive
وَرَّدَ, ورد, ورد, https://en.wiktionary.org/wiki/%D9%88%D8%B1%D8%AF, to import
وِرْد, ورد, ورد, https://en.wiktionary.org/wiki/%D9%88%D8%B1%D8%AF, watering hole; (religion) (esp. in plural) specified time of day or night devoted to private prayer
وَرْد, ورد, ورد, https://en.wiktionary.org/wiki/%D9%88%D8%B1%D8%AF, roses
وَرَّدَ, ورد, ورد, https://en.wiktionary.org/wiki/%D9%88%D8%B1%D8%AF, to blossom; to be in bloom; to dye or paint red; to rouge
وُرُد, ورد, ورد, https://en.wiktionary.org/wiki/%D9%88%D8%B1%D8%AF, plural of وَرِيد (warīd)
وَارِدة, ورد, واردة, https://en.wiktionary.org/wiki/%D9%88%D8%A7%D8%B1%D8%AF%D8%A9, feminine form of وَارِد m (wārid):
تَوَرَّطَ, ورط, تورط, https://en.wiktionary.org/wiki/%D8%AA%D9%88%D8%B1%D8%B7, to become embroiled in
تَوَرُّط, ورط, تورط, https://en.wiktionary.org/wiki/%D8%AA%D9%88%D8%B1%D8%B7, verbal noun of تَوَرَّطَ (tawarraṭa) (form V)
أَوْرَطَ, ورط, أورط, https://en.wiktionary.org/wiki/%D8%A3%D9%88%D8%B1%D8%B7, to embroil
وَرَّطَ, ورط, ورط, https://en.wiktionary.org/wiki/%D9%88%D8%B1%D8%B7, to embroil
وَرْطَة, ورط, ورطة, https://en.wiktionary.org/wiki/%D9%88%D8%B1%D8%B7%D8%A9, imbroglio; predicament
اِسْتَوْرَطَ, ورط, استورط, https://en.wiktionary.org/wiki/%D8%A7%D8%B3%D8%AA%D9%88%D8%B1%D8%B7, to become entangled
تَوَرَّعَ, ورع, تورع, https://en.wiktionary.org/wiki/%D8%AA%D9%88%D8%B1%D8%B9, to abstain; to pause; to be cautious; to refrain
تَوَرُّع, ورع, تورع, https://en.wiktionary.org/wiki/%D8%AA%D9%88%D8%B1%D8%B9, verbal noun of تَوَرَّعَ (tawarraʕa) (form V)
تَوْرَعُ, ورع, تورع, https://en.wiktionary.org/wiki/%D8%AA%D9%88%D8%B1%D8%B9, second-person masculine singular non-past active indicative of وَرِعَ (wariʕa); third-person feminine singular non-past active indicative of وَرِعَ (wariʕa)
تَوْرَعَ, ورع, تورع, https://en.wiktionary.org/wiki/%D8%AA%D9%88%D8%B1%D8%B9, second-person masculine singular non-past active subjunctive of وَرِعَ (wariʕa); third-person feminine singular non-past active subjunctive of وَرِعَ (wariʕa)
تَوْرَعْ, ورع, تورع, https://en.wiktionary.org/wiki/%D8%AA%D9%88%D8%B1%D8%B9, second-person masculine singular non-past active jussive of وَرِعَ (wariʕa); third-person feminine singular non-past active jussive of وَرِعَ (wariʕa)
تَوْرُعُ, ورع, تورع, https://en.wiktionary.org/wiki/%D8%AA%D9%88%D8%B1%D8%B9, second-person masculine singular non-past active indicative of وَرُعَ (waruʕa); third-person feminine singular non-past active indicative of وَرُعَ (waruʕa)
تَوْرُعَ, ورع, تورع, https://en.wiktionary.org/wiki/%D8%AA%D9%88%D8%B1%D8%B9, second-person masculine singular non-past active subjunctive of وَرُعَ (waruʕa); third-person feminine singular non-past active subjunctive of وَرُعَ (waruʕa)
تَوْرُعْ, ورع, تورع, https://en.wiktionary.org/wiki/%D8%AA%D9%88%D8%B1%D8%B9, second-person masculine singular non-past active jussive of وَرُعَ (waruʕa); third-person feminine singular non-past active jussive of وَرُعَ (waruʕa)
وَرِعَ, ورع, ورع, https://en.wiktionary.org/wiki/%D9%88%D8%B1%D8%B9, to abstain from what is unlawful; to be pious; to be godfearing; to be timid; to be timorous; to be cowardly
وَرِعَ, ورع, ورع, https://en.wiktionary.org/wiki/%D9%88%D8%B1%D8%B9, to abstain from what is unlawful; to be pious; to be godfearing; to be timid; to be timorous; to be cowardly
وَرَعَ, ورع, ورع, https://en.wiktionary.org/wiki/%D9%88%D8%B1%D8%B9, to abstain from what is unlawful; to be pious; to be godfearing; to be timid; to be timorous; to be cowardly
وَرُعَ, ورع, ورع, https://en.wiktionary.org/wiki/%D9%88%D8%B1%D8%B9, to abstain from what is unlawful; to be pious; to be godfearing; to be timid; to be timorous; to be cowardly
وَرِع, ورع, ورع, https://en.wiktionary.org/wiki/%D9%88%D8%B1%D8%B9, pious; godly; godfearing; cautious; careful; reserved; reticent
وَرَع, ورع, ورع, https://en.wiktionary.org/wiki/%D9%88%D8%B1%D8%B9, piety; piousness; godliness; the ultimate level of piety; Godfearing to the extend that requires avoiding non-sinful actions that may lead to commit sin.[1]; caution; carefulness; timidity; timorousness; shyness; reserve
وَرْع, ورع, ورع, https://en.wiktionary.org/wiki/%D9%88%D8%B1%D8%B9, verbal noun of وَرُعَ (waruʕa) (form I); verbal noun of وَرَعَ (waraʕa) (form I); verbal noun of وَرِعَ (wariʕa) (form I)
وَرَقَة, ورق, ورقة, https://en.wiktionary.org/wiki/%D9%88%D8%B1%D9%82%D8%A9, leaf; petal; sheet of paper; piece of paper; slip; note; card; metal plate; sheet metal leaf; banknote
وَرَق, ورق, ورق, https://en.wiktionary.org/wiki/%D9%88%D8%B1%D9%82, foliage; leaves; paper; paper money; banknotes; sheet metal
وَرِك, ورك, ورك, https://en.wiktionary.org/wiki/%D9%88%D8%B1%D9%83, hip; thigh; hipbone; ischium; knotty part of a branch
وِرْك, ورك, ورك, https://en.wiktionary.org/wiki/%D9%88%D8%B1%D9%83, hip; thigh; hipbone; ischium; knotty part of a branch
وَرْك, ورك, ورك, https://en.wiktionary.org/wiki/%D9%88%D8%B1%D9%83, hip; thigh; hipbone; ischium; knotty part of a branch
وَرَكَ, ورك, ورك, https://en.wiktionary.org/wiki/%D9%88%D8%B1%D9%83, to recumb with the hips
وَرَّكَ, ورك, ورك, https://en.wiktionary.org/wiki/%D9%88%D8%B1%D9%83, to put around the hip
وُرُك, ورك, ورك, https://en.wiktionary.org/wiki/%D9%88%D8%B1%D9%83, plural of وِرَاك (wirāk; “part of the saddle into which a horseman puts his foot to climb onto the horse; fulfilling the function of a stirrup”)
وُرْك, ورك, ورك, https://en.wiktionary.org/wiki/%D9%88%D8%B1%D9%83, plural of أَوْرَك (ʔawrak; “having great thighs”)
تَوَرَّمَ, ورم, تورم, https://en.wiktionary.org/wiki/%D8%AA%D9%88%D8%B1%D9%85, to swell
تَوَرُّم, ورم, تورم, https://en.wiktionary.org/wiki/%D8%AA%D9%88%D8%B1%D9%85, (uncountable) verbal noun of تَوَرَّمَ (tawarrama) (form V); swelling
وَرِمَ, ورم, ورم, https://en.wiktionary.org/wiki/%D9%88%D8%B1%D9%85, to swell
وَرَّمَ, ورم, ورم, https://en.wiktionary.org/wiki/%D9%88%D8%B1%D9%85, to cause to swell
وَرَم, ورم, ورم, https://en.wiktionary.org/wiki/%D9%88%D8%B1%D9%85, verbal noun of وَرِمَ (warima) (form I); tumor
أَوْرَى, وري, أورى, https://en.wiktionary.org/wiki/%D8%A3%D9%88%D8%B1%D9%89, to kindle; to fire; to set fire; to strike fire
أَوْرَى, وري, أورى, https://en.wiktionary.org/wiki/%D8%A3%D9%88%D8%B1%D9%89, better concealing
تَوْرِيَة, وري, تورية, https://en.wiktionary.org/wiki/%D8%AA%D9%88%D8%B1%D9%8A%D8%A9, verbal noun of وَرَّى (warrā) (form II); double entendre
تَوَارَى, وري, توارى, https://en.wiktionary.org/wiki/%D8%AA%D9%88%D8%A7%D8%B1%D9%89, to be(come) hidden
وَرَاءَ, وري, وراء, https://en.wiktionary.org/wiki/%D9%88%D8%B1%D8%A7%D8%A1, behind
وَرَى, وري, ورى, https://en.wiktionary.org/wiki/%D9%88%D8%B1%D9%89, creation
وَرَى, وري, ورى, https://en.wiktionary.org/wiki/%D9%88%D8%B1%D9%89, kindle; catch fire
وَرَّى, وري, ورى, https://en.wiktionary.org/wiki/%D9%88%D8%B1%D9%89, strike fire; hide; conceal; keep secret; allude; pretend; feign; simulate; (dialects) show
اِسْتَوْزَرَ, وزر, استوزر, https://en.wiktionary.org/wiki/%D8%A7%D8%B3%D8%AA%D9%88%D8%B2%D8%B1, to appoint or ask to serve as vizied/viceregent
وَزِير, وزر, وزير, https://en.wiktionary.org/wiki/%D9%88%D8%B2%D9%8A%D8%B1, minister; cabinet minister; vizier; helper; assistant; (chess) queen
وِزَارَة, وزر, وزارة, https://en.wiktionary.org/wiki/%D9%88%D8%B2%D8%A7%D8%B1%D8%A9, (uncountable) the office; responsibility; or burden of ministry
وَزَارَة, وزر, وزارة, https://en.wiktionary.org/wiki/%D9%88%D8%B2%D8%A7%D8%B1%D8%A9, (uncountable) the office; responsibility; or burden of ministry
وِزْر, وزر, وزر, https://en.wiktionary.org/wiki/%D9%88%D8%B2%D8%B1, burden; crime; sin; fault; arms or armour carried on the body
وَضَعَتِ ٱلْحَرْبُ أَوْزَارَهَا, وزر, وضعت الحرب أوزارها, https://en.wiktionary.org/wiki/%D9%88%D8%B6%D8%B9%D8%AA_%D8%A7%D9%84%D8%AD%D8%B1%D8%A8_%D8%A3%D9%88%D8%B2%D8%A7%D8%B1%D9%87%D8%A7, (idiomatic) the war has ended
تَوَزَّعَ, وزع, توزع, https://en.wiktionary.org/wiki/%D8%AA%D9%88%D8%B2%D8%B9, to be distributed; to be deployed; to be given around (as of supplies); to be distributed; to be broken down (as when in counting)
تَوَزُّع, وزع, توزع, https://en.wiktionary.org/wiki/%D8%AA%D9%88%D8%B2%D8%B9, verbal noun of تَوَزَّعَ (tawazzaʕa) (form I)
وَزَّعَ, وزع, وزع, https://en.wiktionary.org/wiki/%D9%88%D8%B2%D8%B9, to apportion; to share; to devide; to distribute
وزّع, وزع, وزع, https://en.wiktionary.org/wiki/%D9%88%D8%B2%D8%B9, to distribute; to share; to divvy up
تَوْزِيع, وزع, توزيع, https://en.wiktionary.org/wiki/%D8%AA%D9%88%D8%B2%D9%8A%D8%B9, verbal noun of وَزَّعَ (wazzaʕa) (form II); distribution; dispensation; delivery; portioning; division; (statistics) distribution
وَازَنَ, وزن, وازن, https://en.wiktionary.org/wiki/%D9%88%D8%A7%D8%B2%D9%86, to be balanced or equal in weight; measure or value; to counterbalance or equilibrate; outweigh; compensate; make up for; poise; distribute equally; retaliate; requite; to make a comparison; draw a parallel
زِنَة, وزن, زنة, https://en.wiktionary.org/wiki/%D8%B2%D9%86%D8%A9, verbal noun of وَزَنَ (wazana) (form I); weight
تَوَازَنَ, وزن, توازن, https://en.wiktionary.org/wiki/%D8%AA%D9%88%D8%A7%D8%B2%D9%86, to be balanced; in an equilibrium
تَوَازُن, وزن, توازن, https://en.wiktionary.org/wiki/%D8%AA%D9%88%D8%A7%D8%B2%D9%86, verbal noun of تَوَازَنَ (tawāzana) (form VI); balance; equilibrium
مُوَازَنَة, وزن, موازنة, https://en.wiktionary.org/wiki/%D9%85%D9%88%D8%A7%D8%B2%D9%86%D8%A9, verbal noun of وَازَنَ (wāzana) (form III); balancing; equilibrium; budget
مَوْزُون, وزن, موزون, https://en.wiktionary.org/wiki/%D9%85%D9%88%D8%B2%D9%88%D9%86, weighted; well-proportioned; well-composed; harmonious; orderly; metrically correct
مِيزَان, وزن, ميزان, https://en.wiktionary.org/wiki/%D9%85%D9%8A%D8%B2%D8%A7%D9%86, balance; scales; weight; measure; poetic meter; rule; method; justice; equity; fairness; impartiality; (in the definite form) Libra; مِيزَان الشَمْس: sundial
وَزَنَ, وزن, وزن, https://en.wiktionary.org/wiki/%D9%88%D8%B2%D9%86, to weigh (“to determine the weight of an object”)
وَزَّنَ, وزن, وزن, https://en.wiktionary.org/wiki/%D9%88%D8%B2%D9%86, to find the weight of something
وَزْن, وزن, وزن, https://en.wiktionary.org/wiki/%D9%88%D8%B2%D9%86, verbal noun of وَزَنَ (wazana) (form I); weight (the gravity in an object; as well as an object used for its being heavy); (poetry) meter; (grammar) a word’s pattern or form; measure; shape; transfix
وَزْنَة, وزن, وزنة, https://en.wiktionary.org/wiki/%D9%88%D8%B2%D9%86%D8%A9, a particular weight; a ponderable contrivance used for mass measure; (regional; historical) various units of weight from a few kilograms to a hundred (108.835 kg in 20th century Iraq)
وَازَى, وزي, وازى, https://en.wiktionary.org/wiki/%D9%88%D8%A7%D8%B2%D9%89, (transitive) to be parallel to; (transitive) to be opposite; be the counterpart of; (transitive) to correspond; be equal or equivalent to
تَوَازَى, وزي, توازى, https://en.wiktionary.org/wiki/%D8%AA%D9%88%D8%A7%D8%B2%D9%89, (intransitive) to be parallel; run side by side; (intransitive) to be mutually corresponding; be equivalent
اِتَّسَخَ, وسخ, اتسخ, https://en.wiktionary.org/wiki/%D8%A7%D8%AA%D8%B3%D8%AE, to be or become dirty
وَسِخَ, وسخ, وسخ, https://en.wiktionary.org/wiki/%D9%88%D8%B3%D8%AE, (stative; intransitive) to be dirty
وَسَّخَ, وسخ, وسخ, https://en.wiktionary.org/wiki/%D9%88%D8%B3%D8%AE, (causative; transitive) to make dirty
وَسَخ, وسخ, وسخ, https://en.wiktionary.org/wiki/%D9%88%D8%B3%D8%AE, dirtiness; uncleanliness
وَسِخ, وسخ, وسخ, https://en.wiktionary.org/wiki/%D9%88%D8%B3%D8%AE, dirty
وسّخ, وسخ, وسخ, https://en.wiktionary.org/wiki/%D9%88%D8%B3%D8%AE, (transitive) to dirty; to soil
أَوْسَخَ, وسخ, أوسخ, https://en.wiktionary.org/wiki/%D8%A3%D9%88%D8%B3%D8%AE, (causative; transitive; uncommon) to make dirty
أَوْسَخ, وسخ, أوسخ, https://en.wiktionary.org/wiki/%D8%A3%D9%88%D8%B3%D8%AE, elative degree of وَسِخ (wasiḵ):
وَسَّدَ, وسد, وسد, https://en.wiktionary.org/wiki/%D9%88%D8%B3%D8%AF, to recline; to lay down; to put a pillow under
أَوْسَط, وسط, أوسط, https://en.wiktionary.org/wiki/%D8%A3%D9%88%D8%B3%D8%B7, elative degree of وَسِيط (wasīṭ)
وَاسِطَة, وسط, واسطة, https://en.wiktionary.org/wiki/%D9%88%D8%A7%D8%B3%D8%B7%D8%A9, intermediary; agent; means; medium
تَوَسَّطَ, وسط, توسط, https://en.wiktionary.org/wiki/%D8%AA%D9%88%D8%B3%D8%B7, to be in the middle or moderate; to intermediate; to mediate (to resolve a conflict)
تَوَسُّط, وسط, توسط, https://en.wiktionary.org/wiki/%D8%AA%D9%88%D8%B3%D8%B7, verbal noun of تَوَسَّطَ (tawassaṭa) (form V); moderation; moderateness
مُتَوَسِّط, وسط, متوسط, https://en.wiktionary.org/wiki/%D9%85%D8%AA%D9%88%D8%B3%D8%B7, being in the middle; mediating; middle; central; medium
مُتَوَسِّط, وسط, متوسط, https://en.wiktionary.org/wiki/%D9%85%D8%AA%D9%88%D8%B3%D8%B7, (statistics) mean; average
وَسَط, وسط, وسط, https://en.wiktionary.org/wiki/%D9%88%D8%B3%D8%B7, middle; center; waist; the golden mean; milieu; environment; surroundings; sphere; means; instrument; agent; medium; mediocrity; medium quality; average; (in the plural) circles; quarters; classes; strata (of population)
وَسْط, وسط, وسط, https://en.wiktionary.org/wiki/%D9%88%D8%B3%D8%B7, middle; center; waist; the golden mean; milieu; environment; surroundings; sphere; means; instrument; agent; medium; mediocrity; medium quality; average; (in the plural) circles; quarters; classes; strata (of population)
وَسْطَ, وسط, وسط, https://en.wiktionary.org/wiki/%D9%88%D8%B3%D8%B7, amidst; midst; at the center of; in the middle of; among; amongst
وَسَطَ, وسط, وسط, https://en.wiktionary.org/wiki/%D9%88%D8%B3%D8%B7, amidst; midst; at the center of; in the middle of; among; amongst
وَسَطَ, وسط, وسط, https://en.wiktionary.org/wiki/%D9%88%D8%B3%D8%B7, to be in the middle; to penetrate into the middle
وَسَّطَ, وسط, وسط, https://en.wiktionary.org/wiki/%D9%88%D8%B3%D8%B7, to place or put in the middle
وُسَط, وسط, وسط, https://en.wiktionary.org/wiki/%D9%88%D8%B3%D8%B7, feminine plural of أَوْسَط (ʔawsaṭ)
وَسِيط, وسط, وسيط, https://en.wiktionary.org/wiki/%D9%88%D8%B3%D9%8A%D8%B7, intermediary; intermediating
وَسِيط, وسط, وسيط, https://en.wiktionary.org/wiki/%D9%88%D8%B3%D9%8A%D8%B7, (business) broker; middleman; intercessor; mediator
وَسِيط, وسط, وسيط, https://en.wiktionary.org/wiki/%D9%88%D8%B3%D9%8A%D8%B7, (statistics) median
مَوْسُوعَة, وسع, موسوعة, https://en.wiktionary.org/wiki/%D9%85%D9%88%D8%B3%D9%88%D8%B9%D8%A9, encyclopedia
وَسِيع, وسع, وسيع, https://en.wiktionary.org/wiki/%D9%88%D8%B3%D9%8A%D8%B9, wide; spacious
تَوْسِيع, وسع, توسيع, https://en.wiktionary.org/wiki/%D8%AA%D9%88%D8%B3%D9%8A%D8%B9, making (sth) spacious; enlargement; extension; expanding
تَوْسِعَة, وسع, توسعة, https://en.wiktionary.org/wiki/%D8%AA%D9%88%D8%B3%D8%B9%D8%A9, development; expansion; extension
أَوْسَع, وسع, أوسع, https://en.wiktionary.org/wiki/%D8%A3%D9%88%D8%B3%D8%B9, elative degree of وَاسِع (wāsiʕ):
أَوْسَعَ, وسع, أوسع, https://en.wiktionary.org/wiki/%D8%A3%D9%88%D8%B3%D8%B9, to make wide; to broaden
سَعَة, وسع, سعة, https://en.wiktionary.org/wiki/%D8%B3%D8%B9%D8%A9, capacity
اِتَّسَعَ, وسع, اتسع, https://en.wiktionary.org/wiki/%D8%A7%D8%AA%D8%B3%D8%B9, to get wider; to expand; to dilate; to squeeze into; to fit; to accommodate or be accommodated; to be “big enough” or otherwise capable; to have room or disposition [with لِ (li) ‘for’]
وَاسِع, وسع, واسع, https://en.wiktionary.org/wiki/%D9%88%D8%A7%D8%B3%D8%B9, large in area; extensive; vast; broad; wide; open
وَسُعَ, وسع, وسع, https://en.wiktionary.org/wiki/%D9%88%D8%B3%D8%B9, to be wide
وَسِعَ, وسع, وسع, https://en.wiktionary.org/wiki/%D9%88%D8%B3%D8%B9, to be wide; to hold; to contain; to encompass; to extend; to be easy for; to be possible for
وُسْع, وسع, وسع, https://en.wiktionary.org/wiki/%D9%88%D8%B3%D8%B9, ability; strength
وسّع, وسع, وسع, https://en.wiktionary.org/wiki/%D9%88%D8%B3%D8%B9, (transitive) to extend; to expand; to make space
تَوَسَّعَ, وسع, توسع, https://en.wiktionary.org/wiki/%D8%AA%D9%88%D8%B3%D8%B9, (intransitive) to expand
توسّع, وسع, توسع, https://en.wiktionary.org/wiki/%D8%AA%D9%88%D8%B3%D8%B9, (intransitive) to expand
تَوَسَّلَ, وسل, توسل, https://en.wiktionary.org/wiki/%D8%AA%D9%88%D8%B3%D9%84, to beg; to appeal; to implore; to call upon [+ إِلَى (object)] to  [+ بِ (object)]
وَسَائِل, وسل, وسائل, https://en.wiktionary.org/wiki/%D9%88%D8%B3%D8%A7%D8%A6%D9%84, plural of وَسِيلَة (wasīla); means
وَسِيلَة, وسل, وسيلة, https://en.wiktionary.org/wiki/%D9%88%D8%B3%D9%8A%D9%84%D8%A9, means; medium
اِتَّسَمَ, وسم, اتسم, https://en.wiktionary.org/wiki/%D8%A7%D8%AA%D8%B3%D9%85, to be characterised by; to be marked by; to be distinguished by (+ بِ (bi): by)
وَسَمَ, وسم, وسم, https://en.wiktionary.org/wiki/%D9%88%D8%B3%D9%85, to mark; to brand; impress a sign; to tag; to impart a lasting mark or impression (sacrament); describe
وَسَمَ, وسم, وسم, https://en.wiktionary.org/wiki/%D9%88%D8%B3%D9%85, to surpass in beauty
وَسُمَ, وسم, وسم, https://en.wiktionary.org/wiki/%D9%88%D8%B3%D9%85, to be handsome of face or figure
وَسَّمَ, وسم, وسم, https://en.wiktionary.org/wiki/%D9%88%D8%B3%D9%85, to discern; to distinguish; to recognize; to understand; to attend (the pilgrimage; a fair)
وَسْم, وسم, وسم, https://en.wiktionary.org/wiki/%D9%88%D8%B3%D9%85, verbal noun of وَسَمَ (wasama; “to brand; describe”) (form I); mark; branding; stigma; mark; sign; motiv; tag; indelible character imparted by a sacrament
أَوْسَم, وسم, أوسم, https://en.wiktionary.org/wiki/%D8%A3%D9%88%D8%B3%D9%85, elative degree of وَسِيم (wasīm):
أُوسَمُ, وسم, أوسم, https://en.wiktionary.org/wiki/%D8%A3%D9%88%D8%B3%D9%85, first-person singular non-past passive indicative of وَسَمَ (wasama)
أُوسَمَ, وسم, أوسم, https://en.wiktionary.org/wiki/%D8%A3%D9%88%D8%B3%D9%85, first-person singular non-past passive subjunctive of وَسَمَ (wasama)
أُوسَمْ, وسم, أوسم, https://en.wiktionary.org/wiki/%D8%A3%D9%88%D8%B3%D9%85, first-person singular non-past passive jussive of وَسَمَ (wasama)
أُوَسِّمُ, وسم, أوسم, https://en.wiktionary.org/wiki/%D8%A3%D9%88%D8%B3%D9%85, first-person singular non-past active indicative of وَسَّمَ (wassama)
أُوَسِّمَ, وسم, أوسم, https://en.wiktionary.org/wiki/%D8%A3%D9%88%D8%B3%D9%85, first-person singular non-past active subjunctive of وَسَّمَ (wassama)
أُوَسِّمْ, وسم, أوسم, https://en.wiktionary.org/wiki/%D8%A3%D9%88%D8%B3%D9%85, first-person singular non-past active jussive of وَسَّمَ (wassama)
أُوَسَّمُ, وسم, أوسم, https://en.wiktionary.org/wiki/%D8%A3%D9%88%D8%B3%D9%85, first-person singular non-past passive indicative of وَسَّمَ (wassama)
أُوَسَّمَ, وسم, أوسم, https://en.wiktionary.org/wiki/%D8%A3%D9%88%D8%B3%D9%85, first-person singular non-past passive subjunctive of وَسَّمَ (wassama)
أُوَسَّمْ, وسم, أوسم, https://en.wiktionary.org/wiki/%D8%A3%D9%88%D8%B3%D9%85, first-person singular non-past passive jussive of وَسَّمَ (wassama)
وَسْمَة, وسم, وسمة, https://en.wiktionary.org/wiki/%D9%88%D8%B3%D9%85%D8%A9, woad
سِمَة, وسم, سمة, https://en.wiktionary.org/wiki/%D8%B3%D9%85%D8%A9, verbal noun of وَسَمَ (wasama; “to brand; describe”) (form I); sign; mark; stigma; distinction
وَسِيم, وسم, وسيم, https://en.wiktionary.org/wiki/%D9%88%D8%B3%D9%8A%D9%85, handsome; pretty; goodly; elegant; graceful; marked
وَسِيم, وسم, وسيم, https://en.wiktionary.org/wiki/%D9%88%D8%B3%D9%8A%D9%85, sign; mark
وِسَام, وسم, وسام, https://en.wiktionary.org/wiki/%D9%88%D8%B3%D8%A7%D9%85, badge; decoration; medal; order
وَسَام, وسم, وسام, https://en.wiktionary.org/wiki/%D9%88%D8%B3%D8%A7%D9%85, verbal noun of وَسُمَ (wasuma) (form I)
وِسَام, وسم, وسام, https://en.wiktionary.org/wiki/%D9%88%D8%B3%D8%A7%D9%85, plural of وَسِيم (wasīm)
وِسَام, وسم, وسام, https://en.wiktionary.org/wiki/%D9%88%D8%B3%D8%A7%D9%85, masculine plural of وَسِيم (wasīm)
اِسْم, وسم, اسم, https://en.wiktionary.org/wiki/%D8%A7%D8%B3%D9%85, name
اُسْمُ, وسم, اسم, https://en.wiktionary.org/wiki/%D8%A7%D8%B3%D9%85, second-person masculine singular active imperative of سَمَا (samā)
مَوْسِم, وسم, موسم, https://en.wiktionary.org/wiki/%D9%85%D9%88%D8%B3%D9%85, season; festive season (especially; the hajj festival); festival; holiday; fair; fixed date; deadline; harvest
وَسْوَسَ, وسوس, وسوس, https://en.wiktionary.org/wiki/%D9%88%D8%B3%D9%88%D8%B3, to whisper
وَسْوَاس, وسوس, وسواس, https://en.wiktionary.org/wiki/%D9%88%D8%B3%D9%88%D8%A7%D8%B3, (uncountable) verbal noun of وَسْوَسَ (waswasa) (form Iq); temptation; insinuation; (in the definite) Satan; shaitan; the Devil
وِسْوَاس, وسوس, وسواس, https://en.wiktionary.org/wiki/%D9%88%D8%B3%D9%88%D8%A7%D8%B3, (uncountable) verbal noun of وَسْوَسَ (waswasa) (form Iq); temptation; insinuation; (in the definite) Satan; shaitan; the Devil
وَاسَى, وسي, واسى, https://en.wiktionary.org/wiki/%D9%88%D8%A7%D8%B3%D9%89, to console; share sorrow; affliction; pain; grief; mourning; offer condolences
مُوَشَّح, وشح, موشح, https://en.wiktionary.org/wiki/%D9%85%D9%88%D8%B4%D8%AD, muwashshah; an unorthodox Arabic poetry that started in al-Andalus.
تَوَشَّحَ, وشح, توشح, https://en.wiktionary.org/wiki/%D8%AA%D9%88%D8%B4%D8%AD, (usually figurative or poetic) to don; to wear; to be covered with
وَشِيقَة, وشق, وشيقة, https://en.wiktionary.org/wiki/%D9%88%D8%B4%D9%8A%D9%82%D8%A9, jerked meat
وَشَقَ, وشق, وشق, https://en.wiktionary.org/wiki/%D9%88%D8%B4%D9%82, to cut into slices (وَشَائِق (wašāʔiq)) in order to dry; to jerk
وَشِقَ, وشق, وشق, https://en.wiktionary.org/wiki/%D9%88%D8%B4%D9%82, to get stuck
وَشْق, وشق, وشق, https://en.wiktionary.org/wiki/%D9%88%D8%B4%D9%82, verbal noun of وَشَقَ (wašaqa) (form I)
وَشَق, وشق, وشق, https://en.wiktionary.org/wiki/%D9%88%D8%B4%D9%82, lynx (Lynx gen. et spp.)
وُشَّق, وشق, وشق, https://en.wiktionary.org/wiki/%D9%88%D8%B4%D9%82, alternative form of أُشَّق (ʔuššaq; “gum ammoniac”)
وَشِيك, وشك, وشيك, https://en.wiktionary.org/wiki/%D9%88%D8%B4%D9%8A%D9%83, imminent
أَوْشَكَ, وشك, أوشك, https://en.wiktionary.org/wiki/%D8%A3%D9%88%D8%B4%D9%83, to almost do something (with following non-past or with أَن (ʔan) + subjunctive)
وَشُكَ, وشك, وشك, https://en.wiktionary.org/wiki/%D9%88%D8%B4%D9%83, (intransitive) to be quick; hurry
وَشَّكَ, وشك, وشك, https://en.wiktionary.org/wiki/%D9%88%D8%B4%D9%83, (intransitive) to be quick; hurry
وَشْك, وشك, وشك, https://en.wiktionary.org/wiki/%D9%88%D8%B4%D9%83, verbal noun of وَشَكَ (wašaka) (form I); speed; swiftness; used in expressions
وُشْك, وشك, وشك, https://en.wiktionary.org/wiki/%D9%88%D8%B4%D9%83, verbal noun of وَشَكَ (wašaka) (form I); speed; swiftness; used in expressions
تَوْشِيم, وشم, توشيم, https://en.wiktionary.org/wiki/%D8%AA%D9%88%D8%B4%D9%8A%D9%85, verbal noun of وَشَّمَ (waššama) (form II)
وَشَمَ, وشم, وشم, https://en.wiktionary.org/wiki/%D9%88%D8%B4%D9%85, to tattoo
وَشَّمَ, وشم, وشم, https://en.wiktionary.org/wiki/%D9%88%D8%B4%D9%85, to tattoo
